,Keyword,Score,Chapter,Author
3,devotion,3.3531000000000004,10,Eknath Easwaran
4,sages,2.9379,10,Eknath Easwaran
5,creation,2.8695000000000004,10,Eknath Easwaran
6,divine,2.7027,10,Eknath Easwaran
7,manifestations,2.6907000000000005,10,Eknath Easwaran
8,wisdom,2.4747000000000003,10,Eknath Easwaran
9,equanimity,1.9896,10,Eknath Easwaran
0,arjuna,8.572000000000001,11,Eknath Easwaran
1,krishna,6.8524,11,Eknath Easwaran
2,creation,5.090399999999999,11,Eknath Easwaran
3,behold,4.0572,11,Eknath Easwaran
4,infinite,3.6404,11,Eknath Easwaran
5,celestial,3.5163999999999995,11,Eknath Easwaran
6,perceive,3.3019999999999996,11,Eknath Easwaran
7,yoga,3.2908000000000004,11,Eknath Easwaran
8,exalted,3.2275999999999994,11,Eknath Easwaran
9,sages,3.105200000000001,11,Eknath Easwaran
0,devotion,1.8254,12,Eknath Easwaran
1,arjuna,1.6144,12,Eknath Easwaran
2,krishna,1.5188000000000001,12,Eknath Easwaran
3,yoga,1.3068,12,Eknath Easwaran
4,selfless,1.2898,12,Eknath Easwaran
5,eternal,1.2234,12,Eknath Easwaran
6,serene,1.0986,12,Eknath Easwaran
7,renouncing,0.8952,12,Eknath Easwaran
8,beings,0.8564,12,Eknath Easwaran
9,established,0.6641999999999999,12,Eknath Easwaran
0,devotion,3.5987999999999998,13,Eknath Easwaran
1,brahman,3.5877,13,Eknath Easwaran
2,krishna,3.5528999999999997,13,Eknath Easwaran
3,buddhi,3.4287000000000005,13,Eknath Easwaran
4,spiritual,3.2933999999999997,13,Eknath Easwaran
5,immortality,3.2403,13,Eknath Easwaran
6,wisdom,3.0735,13,Eknath Easwaran
7,arjuna,3.0183,13,Eknath Easwaran
8,sages,2.6712000000000002,13,Eknath Easwaran
9,arise,2.4537000000000004,13,Eknath Easwaran
0,krishna,1.6858,14,Eknath Easwaran
1,arjuna,1.6236000000000002,14,Eknath Easwaran
2,tamas,1.4776,14,Eknath Easwaran
3,indolence,1.4506000000000001,14,Eknath Easwaran
4,transcends,1.3148,14,Eknath Easwaran
5,reborn,1.3108,14,Eknath Easwaran
6,wisdom,1.2956,14,Eknath Easwaran
7,death,1.1880000000000002,14,Eknath Easwaran
8,rajas,1.1172,14,Eknath Easwaran
9,wombs,1.0432,14,Eknath Easwaran
0,krishna,1.62,15,Eknath Easwaran
1,eternal,1.5884,15,Eknath Easwaran
2,scriptures,1.4562,15,Eknath Easwaran
3,wisdom,1.419,15,Eknath Easwaran
4,essence,1.3288,15,Eknath Easwaran
5,immutable,1.2638,15,Eknath Easwaran
6,ashvattha,1.2186000000000001,15,Eknath Easwaran
7,sages,1.2164000000000001,15,Eknath Easwaran
8,tree,1.1219999999999999,15,Eknath Easwaran
9,universe,1.1086,15,Eknath Easwaran
0,krishna,1.8235999999999999,16,Eknath Easwaran
1,arjuna,1.6778,16,Eknath Easwaran
2,demonic,1.596,16,Eknath Easwaran
3,scriptures,1.2292,16,Eknath Easwaran
4,purity,1.1825999999999999,16,Eknath Easwaran
5,god,1.1214,16,Eknath Easwaran
6,renunciation,0.9294,16,Eknath Easwaran
7,qualities,0.8260000000000001,16,Eknath Easwaran
8,hypocrisy,0.8074,16,Eknath Easwaran
9,shall,0.7384,16,Eknath Easwaran
0,tamasic,1.4380000000000002,17,Eknath Easwaran
1,krishna,1.4134000000000002,17,Eknath Easwaran
2,sacrifices,1.3841999999999999,17,Eknath Easwaran
3,worship,1.3639999999999999,17,Eknath Easwaran
4,arjuna,1.2328,17,Eknath Easwaran
5,scriptures,1.1564,17,Eknath Easwaran
6,disregard,1.0106,17,Eknath Easwaran
7,rajas,1.0038,17,Eknath Easwaran
8,hypocrisy,0.9309999999999999,17,Eknath Easwaran
9,sattva,0.7576,17,Eknath Easwaran
0,arjuna,13.161000000000001,18,Eknath Easwaran
1,discipline,9.706800000000001,18,Eknath Easwaran
2,sacrifice,9.473999999999997,18,Eknath Easwaran
3,renunciation,8.625599999999999,18,Eknath Easwaran
4,sannyasa,7.046999999999998,18,Eknath Easwaran
5,discomfort,6.906599999999999,18,Eknath Easwaran
6,divine,6.787800000000002,18,Eknath Easwaran
7,tyaga,6.6186,18,Eknath Easwaran
8,selfish,6.4548,18,Eknath Easwaran
9,meaning,6.324000000000002,18,Eknath Easwaran
